City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Marbella,ES,36.5154,-4.8858,62.6,82,75,6.91,broken clouds
461,Severo-Yeniseyskiy,RU,60.3725,93.0408,16.75,97,23,1.97,few clouds
462,Ondangwa,NA,-17.9167,15.95,66.2,55,33,3.44,scattered clouds
463,Bentiu,SS,9.2333,29.8333,85.78,44,19,4.59,few clouds
464,Cervo,ES,43.6702,-7.4101,59.0,86,97,4.79,overcast clouds
465,Bandarbeyla,SO,9.4942,50.8122,82.92,73,100,7.38,overcast clouds
466,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,73.27,94,65,5.26,broken clouds
467,Conway,US,35.0887,-92.4421,57.2,88,90,6.91,overcast clouds
468,Songjianghe,CN,42.1859,127.479,48.34,85,100,2.26,overcast clouds
469,Ugoofaaru,MV,5.6667,73.0,82.36,75,21,7.02,few clouds
470,Puerto Carreno,CO,6.189,-67.4859,94.14,40,82,6.6,broken clouds
471,Hami,CN,42.8,93.45,45.32,28,51,8.75,broken clouds
472,Alamosa,US,37.4695,-105.87,46.4,42,90,14.97,overcast clouds
473,Kotka,FI,60.4664,26.9458,35.6,93,90,3.44,light rain
474,Phalombe,MW,-15.8064,35.6507,60.53,92,3,1.63,clear sky
475,Sarangani,PH,5.4033,125.4636,83.28,75,73,14.2,broken clouds
476,Itabira,BR,-19.6192,-43.2269,65.64,77,31,3.15,scattered clouds
477,Punta Cardon,VE,11.6581,-70.215,81.01,70,8,30.89,clear sky
478,Port Moresby,PG,-9.4431,147.1797,77.0,94,40,5.75,scattered clouds
479,La Orilla,MX,17.9833,-102.2333,85.28,45,95,11.18,overcast clouds
480,Port Said,EG,31.2565,32.2841,64.4,88,0,11.5,clear sky
481,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,12.66,scattered clouds
482,Rylsk,RU,51.5655,34.6822,42.13,82,100,7.9,light rain
483,Aquiraz,BR,-3.9014,-38.3911,82.4,78,40,5.75,scattered clouds
484,Mendota,US,36.7536,-120.3816,73.99,37,1,3.44,clear sky
485,Bud,US,39.447,-86.1758,57.99,44,90,9.22,overcast clouds
486,Wajima,JP,37.4,136.9,52.25,67,100,1.59,overcast clouds
487,Verkhoyansk,RU,67.5447,133.385,8.06,91,86,2.21,overcast clouds
488,Ligayan,PH,4.6533,119.4706,83.07,71,100,5.99,overcast clouds
489,Novyy Urgal,RU,51.0736,132.5642,33.3,44,0,5.57,clear sky
490,Vila,PT,42.0304,-8.1588,55.0,93,95,7.0,light rain
491,Miracatu,BR,-24.2814,-47.4597,65.86,96,64,1.1,broken clouds
492,Tagusao,PH,9.1924,117.8141,79.07,84,99,8.46,overcast clouds
493,Kushmurun,KZ,52.4503,64.6311,46.54,42,100,13.27,overcast clouds
494,Kloulklubed,PW,7.0419,134.2556,77.0,88,75,7.76,broken clouds
495,San Nicolas,PH,18.1725,120.5953,71.6,94,20,4.61,few clouds
496,Mamala,PH,14.0167,121.5167,79.0,80,37,1.99,scattered clouds
497,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,77.0,57,0,6.91,clear sky
498,Kuzino,RU,57.0224,59.4412,37.71,94,100,3.18,overcast clouds
499,Hofn,IS,64.2539,-15.2082,44.6,87,75,2.3,broken clouds
500,Lasem,ID,-6.6922,111.4527,74.86,83,6,4.21,clear sky
501,Mayo,US,38.8876,-76.5119,62.6,29,1,6.91,clear sky
502,Chapais,CA,49.7834,-74.8492,50.0,29,1,19.57,clear sky
503,Carupano,VE,10.6678,-63.2585,80.82,76,7,15.88,clear sky
504,Eyl,SO,7.9803,49.8164,82.87,74,99,8.99,overcast clouds
505,Cabedelo,BR,-6.9811,-34.8339,80.6,83,40,6.91,scattered clouds
506,Maragogi,BR,-9.0122,-35.2225,78.69,80,2,7.23,clear sky
507,Cumberland,US,35.0502,-78.8664,68.0,24,75,12.66,broken clouds
508,Bocas Del Toro,PA,9.3333,-82.25,69.01,65,86,7.0,overcast clouds
509,Alugan,PH,12.2188,125.4808,76.96,87,100,6.24,overcast clouds
510,Redcliffe,AU,-27.2307,153.0973,57.99,88,20,8.05,few clouds
511,Rolla,US,37.9514,-91.7713,62.01,55,90,8.05,overcast clouds
512,Tilichiki,RU,60.4667,166.1,22.82,82,50,4.23,scattered clouds
513,Longkou,CN,37.6508,120.3286,50.45,93,100,25.14,overcast clouds
514,Umm Lajj,SA,25.0213,37.2685,84.85,39,3,6.02,clear sky
515,Sao Mateus Do Sul,BR,-25.8742,-50.3828,58.1,66,3,2.48,clear sky
516,Channel-Port Aux Basques,CA,47.5702,-59.1367,33.31,97,100,13.06,light snow
517,Tongliao,CN,43.6125,122.2653,49.51,68,100,13.87,overcast clouds
518,Yilan,TW,24.757,121.753,71.01,99,83,1.5,broken clouds
519,Broken Hill,AU,-31.95,141.4333,46.4,76,67,8.1,broken clouds
520,Linhares,BR,-19.3911,-40.0722,71.6,88,45,3.78,scattered clouds
521,Kavieng,PG,-2.5744,150.7967,80.24,79,100,4.7,overcast clouds
522,Gondanglegi,ID,-7.7479,112.0132,72.45,87,19,5.08,few clouds
523,Half Moon Bay,US,37.4636,-122.4286,66.2,82,75,8.05,haze
524,Carbonia,IT,39.1672,8.5222,55.4,94,20,5.75,few clouds
525,Sidi Ali,DZ,36.0998,0.4206,58.6,74,100,12.8,overcast clouds
526,Gashua,NG,12.871,11.0482,86.61,13,60,1.32,broken clouds
527,Tshikapa,CD,-6.4167,20.8,71.17,95,89,1.3,light rain
528,Zhuhai,CN,22.2769,113.5678,78.8,94,40,5.75,scattered clouds
529,Povoa De Varzim,PT,41.3834,-8.7636,60.8,94,75,6.91,light rain
530,Padang,ID,-0.9492,100.3543,75.2,94,75,2.3,moderate rain
531,Tsaratanana,MG,-16.7833,47.65,70.9,83,56,9.91,broken clouds
532,Pavlohrad,UA,48.5167,35.8667,48.0,93,75,6.71,moderate rain
533,Raga,SS,8.4596,25.678,80.62,46,91,5.01,overcast clouds
534,Cordoba,AR,-31.4135,-64.1811,69.8,78,75,17.27,broken clouds
535,Filotion,GR,37.05,25.5,64.4,59,100,17.27,overcast clouds
536,Aykino,RU,62.2248,49.9922,41.59,86,73,5.35,broken clouds
537,Carlsbad,US,33.1581,-117.3506,64.99,67,90,6.91,overcast clouds
538,Pedasi,PA,7.5333,-80.0333,84.25,68,70,10.2,broken clouds
539,Lerici,IT,44.0759,9.9112,59.0,64,0,7.72,clear sky
540,Atambua,ID,-9.1061,124.8925,70.84,85,29,4.27,scattered clouds
541,Westport,US,41.1415,-73.3579,63.0,22,1,16.11,clear sky
542,Yamada,JP,39.4667,141.95,52.79,52,7,2.59,clear sky
543,Takoradi,GH,4.8845,-1.7554,81.97,83,100,8.75,overcast clouds
544,Sola,VU,-13.8833,167.55,84.2,89,75,17.6,broken clouds
545,Santa Cruz Cabralia,BR,-16.2781,-39.0247,78.8,73,0,9.22,clear sky
546,Cerritos,US,33.8583,-118.0648,66.99,59,75,12.66,broken clouds
547,Bogotol,RU,56.2078,89.5342,29.95,81,100,9.06,overcast clouds
548,Constitucion,CL,-35.3333,-72.4167,58.01,72,0,9.37,clear sky
549,Juigalpa,NI,12.1063,-85.3645,91.4,46,40,4.61,scattered clouds
550,Vryburg,ZA,-26.9566,24.7284,60.75,33,2,7.83,clear sky
551,Riyadh,SA,24.6877,46.7219,82.4,13,0,5.75,clear sky
552,Tateyama,JP,34.9833,139.8667,53.01,87,100,6.62,overcast clouds
553,Dongying,CN,37.4564,118.4856,52.79,87,100,13.24,overcast clouds
554,Muncar,ID,-8.4333,114.3333,72.61,89,4,2.59,clear sky
555,Port-Gentil,GA,-0.7193,8.7815,81.1,83,63,9.75,broken clouds
556,Verkhnyaya Inta,RU,65.9811,60.3094,35.1,92,94,9.15,overcast clouds
557,Kenai,US,60.5544,-151.2583,53.6,37,1,11.5,clear sky
558,Along,IN,28.1667,94.7667,62.76,82,65,2.39,broken clouds
559,Vernon,CA,50.2581,-119.2691,64.0,18,99,2.3,overcast clouds
560,Gao,ML,16.6362,1.637,88.16,5,5,11.43,clear sky
561,Viedma,AR,-40.8135,-62.9967,63.61,52,44,8.39,scattered clouds
562,Hohhot,CN,40.8106,111.6522,51.8,62,0,6.71,clear sky
563,Mayumba,GA,-3.432,10.6554,78.3,87,100,2.21,overcast clouds
564,San Vicente,AR,-26.6167,-54.1333,67.08,63,86,0.94,overcast clouds
565,Werda,BW,-25.2667,23.2833,65.91,27,0,1.83,clear sky
566,Marzuq,YE,14.4,46.4667,69.39,62,9,6.04,clear sky
567,Kyshtovka,RU,56.555,76.6271,32.18,72,0,4.79,clear sky
568,Praia,CV,14.9215,-23.5087,69.8,73,20,14.97,few clouds
569,Yarmouth,US,41.7057,-70.2286,57.2,35,1,17.27,clear sky
570,Bakchar,RU,57.0186,82.0711,24.12,97,13,1.9,few clouds
571,Cap Malheureux,MU,-19.9842,57.6142,79.0,78,99,7.0,light rain
572,Alice Springs,AU,-23.7,133.8833,44.6,81,0,6.04,clear sky
573,Bethlehem,BR,-1.4558,-48.5044,80.6,83,40,11.5,scattered clouds
574,Iquitos,PE,-3.7481,-73.2472,80.6,78,75,8.05,broken clouds
575,Idaho Falls,US,43.4666,-112.0341,55.99,35,90,9.22,overcast clouds
576,Tezu,IN,27.9167,96.1667,70.7,38,62,4.32,broken clouds
577,Kudahuvadhoo,MV,2.6708,72.8944,82.92,68,21,11.99,few clouds
578,Atbasar,KZ,51.8,68.3333,38.62,50,100,12.84,overcast clouds
579,Anadyr,RU,64.75,177.4833,15.8,86,0,4.47,clear sky
580,Monchique,PT,37.3177,-8.5553,64.4,88,20,12.66,few clouds
581,Natal,BR,-5.795,-35.2094,82.4,78,20,9.22,few clouds
582,Lakes Entrance,AU,-37.8811,147.981,48.0,91,6,8.25,clear sky
583,Kuusamo,FI,65.9667,29.1833,30.2,93,90,5.75,light snow
584,Lufilufi,WS,-13.8745,-171.5986,87.8,74,20,3.44,few clouds
585,Kirando,TZ,-7.4167,30.6,71.4,82,58,4.23,light rain
586,Mahebourg,MU,-20.4081,57.7,78.8,78,40,9.22,light rain
587,Ariquemes,BR,-9.9133,-63.0408,77.02,87,99,1.52,light rain
588,Stubbekobing,DK,54.8887,12.041,46.0,65,69,5.99,broken clouds
589,Thiruvananthapuram,IN,8.4833,76.9167,84.2,84,20,3.44,mist
590,Scarborough,GB,54.2797,-0.4044,46.99,58,100,5.23,overcast clouds
591,Sorland,NO,67.667,12.6934,36.54,59,100,21.39,overcast clouds
592,Lunino,RU,53.5918,45.2271,52.0,45,76,5.08,broken clouds
593,Ferrol,ES,43.4832,-8.2369,64.4,72,20,8.05,light rain
594,Kamaishi,JP,39.2667,141.8833,52.88,56,6,1.32,clear sky
595,Yumen,CN,40.2833,97.2,37.47,85,49,1.41,scattered clouds
596,Frontera Comalapa,MX,15.65,-92.1333,92.8,35,85,3.98,overcast clouds
597,Batagay-Alyta,RU,67.8006,130.4114,4.24,84,15,4.25,few clouds
598,Joensuu,FI,62.6012,29.7632,33.01,93,0,4.61,clear sky
599,Yerbogachen,RU,61.2767,108.0108,26.02,90,86,5.08,overcast clouds
600,Geraldton,AU,-28.7667,114.6,59.0,82,75,9.22,broken clouds
601,Vanavara,RU,60.34,102.2797,29.37,94,100,1.68,overcast clouds
602,Calbuco,CL,-41.768,-73.1273,57.2,72,75,2.3,broken clouds
603,Ipixuna,BR,-1.7625,-48.8043,80.6,83,40,11.5,scattered clouds
604,Makakilo City,US,21.3469,-158.0858,84.2,48,40,10.36,scattered clouds
605,Dhidhdhoo,MV,6.8833,73.1,83.08,75,7,6.69,clear sky
606,Tupik,RU,54.4253,119.9327,25.14,70,4,3.71,clear sky
607,Quang Ngai,VN,15.1167,108.8,74.88,91,86,3.91,overcast clouds
608,Lavrentiya,RU,65.5833,-171.0,33.04,78,25,1.52,scattered clouds
609,Pankrushikha,RU,53.8319,80.3406,32.23,85,3,6.22,clear sky
610,Manzanillo,CU,20.3433,-77.1167,87.49,50,27,6.69,scattered clouds
611,Ife,NG,7.4667,4.5667,73.99,96,38,1.9,light rain
612,Kalmunai,LK,7.4167,81.8167,79.74,81,2,1.52,clear sky
613,Kitimat,CA,54.0524,-128.6534,62.01,36,100,3.0,overcast clouds
614,Sabzevar,IR,36.2126,57.6819,70.7,47,100,10.45,overcast clouds
615,Yelizovo,RU,53.1873,158.3805,37.4,93,20,5.06,few clouds
616,Faridpur,BD,23.6,89.8333,82.4,69,75,7.78,haze
617,Olga,RU,43.7444,135.2892,55.87,68,100,3.53,overcast clouds
618,Biltine,TD,14.5333,20.9167,88.05,13,71,9.82,broken clouds
619,Moose Factory,CA,51.2585,-80.6094,48.2,53,1,12.66,clear sky
620,Linjiang,CN,41.8069,126.9078,52.56,64,100,0.72,overcast clouds
621,Najran,SA,17.4924,44.1277,75.2,22,0,2.51,clear sky
622,Dauriya,RU,49.9333,116.8667,34.92,22,100,4.41,overcast clouds
623,Skibbereen,IE,51.55,-9.2667,50.0,66,40,14.97,scattered clouds
624,Sheridan,US,44.8333,-106.9173,37.99,70,90,9.22,overcast clouds
625,Bagdarin,RU,54.4333,113.6,23.05,59,99,3.49,overcast clouds
626,Maldonado,UY,-34.6667,-54.9167,71.6,73,0,4.61,clear sky
627,Ketchikan,US,55.3422,-131.6461,55.4,38,1,10.36,clear sky
628,Kuito,AO,-12.3833,16.9333,62.1,65,98,4.52,overcast clouds
629,Praya,CV,14.9215,-23.5087,69.8,73,20,14.97,few clouds
630,Parrita,CR,9.5201,-84.3225,78.8,61,40,17.27,scattered clouds
631,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,85.84,46,57,11.21,broken clouds
632,Kyabe,TD,9.4515,18.9449,81.99,56,87,10.04,overcast clouds
633,Mbeya,TZ,-8.9,33.45,56.82,96,39,4.7,scattered clouds
634,Kpalime,TG,6.9,0.6333,75.99,92,65,2.15,light rain
635,Qasigiannguit,GL,68.8193,-51.1922,37.4,65,88,2.3,overcast clouds
636,Nambucca Heads,AU,-30.65,153.0,53.01,93,0,2.3,clear sky
637,Colwyn Bay,GB,53.2948,-3.7267,54.0,46,100,1.14,overcast clouds
638,Neiafu,TO,-18.65,-173.9833,82.4,78,20,5.75,few clouds
639,Bonavista,CA,48.6499,-53.1147,42.8,45,100,14.97,overcast clouds
640,Kirovskiy,RU,45.0917,133.5136,46.53,64,100,10.54,moderate rain
641,Tvedestrand,NO,58.622,8.9315,42.8,33,3,5.75,clear sky
642,Shenzhen,CN,22.5455,114.0683,79.0,96,21,1.01,few clouds
643,Lieksa,FI,63.3167,30.0167,28.53,98,71,3.8,broken clouds
644,Chicama,PE,-7.8447,-79.1469,64.4,88,20,9.22,fog
645,Diplo,PK,24.4667,69.584,78.91,75,2,11.36,clear sky
646,Izhma,RU,65.0083,53.9113,37.71,92,82,4.38,broken clouds
647,Diffa,NE,13.3154,12.6113,91.42,11,94,6.71,overcast clouds
648,Coihaique,CL,-45.5752,-72.0662,50.0,66,75,4.61,broken clouds
649,Inirida,CO,3.8653,-67.9239,79.83,86,95,2.95,light rain
650,Anloga,GH,5.7947,0.8973,84.2,84,20,12.66,light rain
651,Mingaora,PK,34.7758,72.3625,54.28,43,0,6.2,clear sky
652,Middelburg,ZA,-25.7751,29.4648,51.94,72,72,8.9,broken clouds
653,Srednekolymsk,RU,67.45,153.6833,10.76,93,100,17.96,light snow
654,Mangaratiba,BR,-22.9597,-44.0406,73.4,78,40,8.05,scattered clouds
655,Guadalupe Y Calvo,MX,26.1,-106.9667,63.66,11,0,17.18,clear sky
656,Sandwick,GB,60.0,-1.25,44.6,87,99,3.44,overcast clouds
657,Troy,US,42.6056,-83.1499,63.0,25,40,13.8,scattered clouds
658,Iranshahr,IR,27.2025,60.6848,86.0,16,10,6.91,haze
659,Camopi,GF,3.1655,-52.3158,73.56,98,100,2.35,light rain
660,Mackenzie,CA,55.2999,-123.1698,44.6,33,20,2.3,few clouds
661,Kholm-Zhirkovskiy,RU,55.5189,33.4731,35.67,79,100,4.79,overcast clouds
662,Vilyuysk,RU,63.7553,121.6247,14.41,95,72,3.49,broken clouds
663,Beyneu,KZ,45.3167,55.2,51.44,71,13,14.38,few clouds
664,Bandiagara,ML,14.3501,-3.6104,95.0,26,0,6.91,clear sky
665,Siilinjarvi,FI,63.0833,27.6667,33.8,93,75,4.61,broken clouds
666,Bonoua,CI,5.2741,-3.595,84.2,84,0,5.75,clear sky
667,Auch,FR,43.65,0.5833,60.8,44,0,3.44,clear sky
668,Guebwiller,FR,47.9167,7.2,51.8,40,28,5.75,scattered clouds
669,Namtsy,RU,62.7161,129.6658,26.6,68,40,11.18,scattered clouds
670,Ongandjera,NA,-17.8833,15.0667,74.34,30,10,7.61,clear sky
671,Sistranda,NO,63.7256,8.834,35.6,69,75,13.8,broken clouds
672,Kholodnyy,RU,62.7167,147.95,14.23,87,100,5.26,overcast clouds
673,Tevaitoa,PF,-16.7833,-151.5,79.9,76,94,12.28,moderate rain
674,Bukachacha,RU,52.9833,116.9167,28.47,40,49,2.82,scattered clouds
675,Ust-Omchug,RU,61.15,149.6333,16.11,83,99,7.38,overcast clouds
676,Bedele,ET,8.456,36.353,57.61,94,93,3.27,light rain
677,Hinton,CA,53.4001,-117.5857,44.6,21,72,11.5,broken clouds
678,Kulhudhuffushi,MV,6.6221,73.07,83.08,75,5,7.05,clear sky
679,Lipari,IT,38.4674,14.954,55.99,95,100,19.6,light rain
680,Sur,OM,22.5667,59.5289,86.45,31,0,15.37,clear sky
681,Sabang,ID,5.8933,95.3214,82.58,74,100,17.78,overcast clouds
682,Perth,AU,-31.9333,115.8333,62.6,55,0,6.91,clear sky
683,Tromso,NO,69.6496,18.957,28.99,93,75,2.3,light snow
684,Khushab,PK,32.2967,72.3525,67.05,49,0,6.53,clear sky
685,Pareora,NZ,-44.4871,171.2132,54.0,97,55,3.0,broken clouds
686,Palauig,PH,15.435,119.9045,76.44,71,26,7.07,scattered clouds
687,Lima,PE,-12.0432,-77.0282,70.0,77,40,8.05,scattered clouds
688,Bahia Blanca,AR,-38.7196,-62.2724,65.41,68,100,3.94,overcast clouds
689,Kemise,ET,10.7167,39.8667,68.85,71,99,3.4,light rain
690,Kiama,AU,-34.6833,150.8667,52.0,81,95,1.01,overcast clouds
